NOC,Year,Sport,Medal,Participants
CIV,1972,Canoeing,No medal,5
CIV,1976,Athletics,No medal,11
CIV,1984,Canoeing,No medal,4
CIV,1984,Boxing,No medal,3
CIV,1984,Athletics,Silver,9
CIV,1984,Judo,No medal,2
CIV,1988,Handball,No medal,14
CIV,1988,Boxing,No medal,2
CIV,1988,Canoeing,No medal,2
CIV,1988,Tennis,No medal,1
CIV,1992,Canoeing,No medal,2
CIV,1992,Judo,No medal,2
CIV,1996,Canoeing,No medal,2
CIV,1996,Judo,No medal,2
CIV,1996,Tennis,No medal,2
CIV,2000,Wrestling,No medal,1
CIV,2000,Swimming,No medal,1
CIV,2000,Judo,No medal,3
CIV,2000,Taekwondo,No medal,1
CIV,2004,Swimming,No medal,2
CIV,2004,Taekwondo,No medal,1
CIV,2008,Canoeing,No medal,2
CIV,2008,Football,No medal,16
CIV,2008,Taekwondo,No medal,2
CIV,2008,Swimming,No medal,1
CIV,2012,Wrestling,No medal,1
CIV,2012,Swimming,No medal,2
CIV,2012,Taekwondo,No medal,1
CIV,2012,Judo,No medal,1
CIV,2012,Archery,No medal,1
CIV,2016,Taekwondo,Gold,3
CIV,2016,Judo,No medal,1
CIV,2016,Swimming,No medal,2
CIV,2016,Archery,No medal,1
CIV,2016,Fencing,No medal,1
CIV,2020,Football,No medal,21
CIV,2020,Judo,No medal,1
CIV,2020,Rowing,No medal,1
CIV,2020,Swimming,No medal,1
CIV,2024,Judo,No medal,1
CIV,2024,Fencing,No medal,2
CMR,1964,Athletics,No medal,2
CMR,1968,Boxing,Silver,4
CMR,1968,Athletics,No medal,1
CMR,1972,Athletics,No medal,7
CMR,1972,Cycling,No medal,8
CMR,1976,Cycling,No medal,4
CMR,1980,Cycling,No medal,8
CMR,1980,Wrestling,No medal,6
CMR,1980,Athletics,No medal,6
CMR,1980,Judo,No medal,5
CMR,1984,Football,No medal,15
CMR,1984,Athletics,No medal,16
CMR,1984,Cycling,No medal,8
CMR,1984,Wrestling,No medal,5
CMR,1984,Judo,No medal,6
CMR,1988,Athletics,No medal,8
CMR,1988,Wrestling,No medal,7
CMR,1988,Weightlifting,No medal,2
CMR,1992,Athletics,No medal,11
CMR,1992,Weightlifting,No medal,1
CMR,1996,Athletics,No medal,12
CMR,1996,Wrestling,No medal,1
CMR,1996,Judo,No medal,1
CMR,1996,Weightlifting,No medal,1
CMR,2000,Football,Gold,18
CMR,2000,Athletics,No medal,16
CMR,2000,Judo,No medal,3
CMR,2004,Athletics,Gold,9
CMR,2004,Judo,No medal,4
CMR,2004,Weightlifting,No medal,2
CMR,2004,Swimming,No medal,1
CMR,2008,Wrestling,No medal,1
CMR,2008,Weightlifting,No medal,1
CMR,2008,Swimming,No medal,2
CMR,2008,Rowing,No medal,1
CMR,2008,Table Tennis,No medal,1
CMR,2008,Judo,No medal,1
CMR,2012,Wrestling,No medal,1
CMR,2012,Judo,No medal,1
CMR,2012,Swimming,No medal,2
CMR,2012,Rowing,No medal,1
CMR,2012,Table Tennis,No medal,1
CMR,2012,Weightlifting,No medal,2
CMR,2016,Volleyball,No medal,10
CMR,2016,Wrestling,No medal,3
CMR,2016,Weightlifting,No medal,2
CMR,2016,Judo,No medal,1
CMR,2020,Judo,No medal,2
CMR,2020,Wrestling,No medal,1
CMR,2020,Weightlifting,No medal,2
CMR,2020,Table Tennis,No medal,1
CMR,2020,Swimming,No medal,2
CMR,2024,Table Tennis,No medal,1
CMR,2024,Swimming,No medal,2
CMR,2024,Judo,No medal,1
COD,1968,Cycling,No medal,8
COD,1984,Athletics,No medal,3
COD,1984,Boxing,No medal,6
COD,1988,Cycling,No medal,7
COD,1988,Athletics,No medal,9
COD,1988,Boxing,No medal,5
COD,1992,Cycling,No medal,3
COD,1992,Athletics,No medal,9
COD,1992,Judo,No medal,6
COD,1992,Boxing,No medal,1
COD,1996,Basketball,No medal,12
COD,1996,Athletics,No medal,2
COD,2000,Athletics,No medal,3
COD,2004,Table Tennis,No medal,4
COD,2004,Athletics,No medal,2
COD,2008,Swimming,No medal,1
COD,2008,Judo,No medal,1
COD,2008,Athletics,No medal,2
COD,2008,Boxing,No medal,1
COD,2012,Judo,No medal,1
COD,2012,Boxing,No medal,1
COD,2012,Athletics,No medal,2
COD,2016,Athletics,No medal,2
COD,2016,Taekwondo,No medal,1
COD,2016,Judo,No medal,1
COD,2020,Judo,No medal,1
COD,2020,Taekwondo,No medal,1
COD,2020,Boxing,No medal,4
COD,2020,Athletics,No medal,1
COD,2024,Judo,No medal,1
COD,2024,Boxing,No medal,2
COD,2024,Athletics,No medal,1
COD,2024,Swimming,No medal,2
COK,1988,Weightlifting,No medal,2
COK,1988,Boxing,No medal,3
COK,1988,Athletics,No medal,3
COK,1992,Weightlifting,No medal,1
COK,1992,Athletics,No medal,1
COK,1996,Weightlifting,No medal,1
COK,1996,Athletics,No medal,1
COK,1996,Sailing,No medal,1
COK,2000,Athletics,No medal,1
COK,2000,Sailing,No medal,1
COK,2004,Athletics,No medal,2
COK,2004,Weightlifting,No medal,1
COK,2008,Athletics,No medal,2
COK,2008,Swimming,No medal,1
COK,2008,Weightlifting,No medal,1
COK,2012,Swimming,No medal,2
COK,2012,Canoeing,No medal,3
COK,2012,Weightlifting,No medal,1
COK,2012,Athletics,No medal,2
COK,2012,Sailing,No medal,1
COK,2016,Athletics,No medal,2
COK,2016,Sailing,No medal,2
COK,2016,Swimming,No medal,2
COK,2016,Canoeing,No medal,2
COK,2016,Weightlifting,No medal,1
COK,2020,Athletics,No medal,1
COK,2020,Swimming,No medal,3
COK,2020,Canoe Slalom,No medal,2
COK,2020,Canoe Sprint,No medal,3
COK,2024,Athletics,No medal,1
COK,2024,Swimming,No medal,1
COL,1900,Tug-Of-War,Silver,1
COL,1932,Athletics,No medal,1
COL,1936,Athletics,No medal,6
COL,1948,Fencing,No medal,3
COL,1948,Athletics,No medal,4
COL,1948,Swimming,No medal,4
COL,1956,Athletics,No medal,7
COL,1956,Fencing,No medal,17
COL,1956,Weightlifting,No medal,2
COL,1956,Cycling,No medal,14
COL,1956,Swimming,No medal,3
COL,1956,Shooting,No medal,4
COL,1960,Diving,No medal,1
COL,1960,Shooting,No medal,3
COL,1960,Cycling,No medal,10
COL,1960,Weightlifting,No medal,3
COL,1960,Fencing,No medal,6
COL,1964,Swimming,No medal,2
COL,1964,Cycling,No medal,12
COL,1964,Shooting,No medal,1
COL,1964,Fencing,No medal,18
COL,1964,Athletics,No medal,6
COL,1964,Diving,No medal,1
COL,1968,Football,No medal,17
COL,1968,Swimming,No medal,33
COL,1968,Athletics,No medal,5
COL,1968,Diving,No medal,3
COL,1968,Cycling,No medal,12
COL,1972,Cycling,No medal,14
COL,1972,Swimming,No medal,13
COL,1972,Boxing,Bronze,7
COL,1972,Diving,No medal,2
COL,1972,Athletics,No medal,8
COL,1972,Shooting,Silver,12
COL,1972,Football,No medal,17
COL,1972,Weightlifting,No medal,2
COL,1976,Athletics,No medal,8
COL,1976,Swimming,No medal,10
COL,1976,Sailing,No medal,2
COL,1976,Cycling,No medal,14
COL,1976,Weightlifting,No medal,2
COL,1980,Athletics,No medal,7
COL,1980,Football,No medal,17
COL,1980,Swimming,No medal,4
COL,1984,Cycling,No medal,9
COL,1984,Archery,No medal,1
COL,1984,Weightlifting,No medal,5
COL,1984,Athletics,No medal,8
COL,1984,Swimming,No medal,3
COL,1984,Wrestling,No medal,2
COL,1988,Cycling,No medal,7
COL,1988,Fencing,No medal,8
COL,1988,Equestrianism,No medal,4
COL,1988,Athletics,No medal,19
COL,1988,Wrestling,No medal,4
COL,1988,Judo,No medal,3
COL,1988,Weightlifting,No medal,3
COL,1988,Swimming,No medal,2
COL,1992,Weightlifting,No medal,4
COL,1992,Football,No medal,19
COL,1992,Swimming,No medal,4
COL,1992,Athletics,Bronze,6
COL,1992,Archery,No medal,1
COL,1992,Equestrianism,No medal,6
COL,1992,Cycling,No medal,11
COL,1992,Fencing,No medal,2
COL,1992,Wrestling,No medal,1
COL,1996,Cycling,No medal,16
COL,1996,Swimming,No medal,8
COL,1996,Weightlifting,No medal,5
COL,1996,Equestrianism,No medal,2
COL,1996,Wrestling,No medal,3
COL,1996,Fencing,No medal,2
COL,2000,Swimming,No medal,8
COL,2000,Cycling,No medal,11
COL,2000,Taekwondo,No medal,1
COL,2000,Weightlifting,Gold,3
COL,2000,Fencing,No medal,2
COL,2000,Wrestling,No medal,1
COL,2000,Tennis,No medal,3
COL,2000,Triathlon,No medal,1
COL,2000,Diving,No medal,3
COL,2000,Equestrianism,No medal,1
COL,2004,Swimming,No medal,6
COL,2004,Cycling,Bronze,11
COL,2004,Judo,No medal,3
COL,2004,Tennis,No medal,4
COL,2004,Triathlon,No medal,1
COL,2004,Taekwondo,No medal,3
COL,2004,Fencing,No medal,1
COL,2004,Gymnastics,No medal,7
COL,2004,Wrestling,No medal,1
COL,2004,Equestrianism,No medal,1
COL,2004,Diving,No medal,2
COL,2008,Judo,No medal,2
COL,2008,Swimming,No medal,12
COL,2008,Gymnastics,No medal,10
COL,2008,Sailing,No medal,1
COL,2008,Rowing,No medal,1
COL,2008,Table Tennis,No medal,1
COL,2008,Taekwondo,No medal,2
COL,2008,Wrestling,Bronze,3
COL,2008,Diving,No medal,5
COL,2008,Archery,No medal,6
COL,2008,Equestrianism,No medal,1
COL,2012,Judo,Bronze,2
COL,2012,Football,No medal,17
COL,2012,Equestrianism,No medal,2
COL,2012,Tennis,No medal,5
COL,2012,Swimming,No medal,6
COL,2012,Gymnastics,No medal,10
COL,2012,Sailing,No medal,2
COL,2012,Table Tennis,No medal,1
COL,2012,Taekwondo,Bronze,1
COL,2012,Diving,No medal,3
COL,2012,Archery,No medal,2
COL,2012,Triathlon,No medal,1
COL,2012,Fencing,No medal,1
COL,2016,Rugby Sevens,No medal,12
COL,2016,Football,No medal,33
COL,2016,Archery,No medal,7
COL,2016,Synchronized Swimming,No medal,2
COL,2016,Swimming,No medal,5
COL,2016,Equestrianism,No medal,2
COL,2016,Tennis,No medal,3
COL,2016,Gymnastics,No medal,10
COL,2016,Sailing,No medal,1
COL,2016,Diving,No medal,4
COL,2016,Fencing,No medal,2
COL,2016,Table Tennis,No medal,1
COL,2016,Golf,No medal,1
COL,2020,Archery,No medal,4
COL,2020,Artistic Swimming,No medal,2
COL,2020,Swimming,No medal,4
COL,2020,Tennis,No medal,4
COL,2020,Cycling Road,No medal,6
COL,2020,Skateboarding,No medal,1
COL,2020,Trampoline Gymnastics,No medal,1
COL,2020,Diving,No medal,3
COL,2020,Golf,No medal,2
COL,2020,Cycling BMX Racing,Silver,3
COL,2020,Cycling Track,No medal,2
COL,2020,Equestrian,No medal,1
COL,2020,Fencing,No medal,1
COL,2024,Artistic Gymnastics,Silver,9
COL,2024,Sailing,No medal,1
COL,2024,Canoe Sprint,No medal,1
COL,2024,Fencing,No medal,1
COL,2024,Trampoline Gymnastics,No medal,1
COL,2024,Archery,No medal,9
COL,2024,Skateboarding,No medal,1
COL,2024,Golf,No medal,3
COL,2024,Tennis,No medal,1
COL,2024,Cycling BMX Freestyle,No medal,1
COL,2024,Cycling Track,No medal,9
COL,2024,Swimming,No medal,2
COL,2024,Diving,No medal,3
COL,2024,Triathlon,No medal,1
COL,2024,Cycling Mountain Bike,No medal,1
COL,2024,Cycling Road,No medal,3
COL,2024,Football,No medal,19
COL,2024,Equestrian,No medal,1
COM,1996,Athletics,No medal,4
COM,2000,Athletics,No medal,2
COM,2004,Athletics,No medal,2
COM,2004,Weightlifting,No medal,1
COM,2008,Athletics,No medal,2
COM,2008,Swimming,No medal,1
COM,2012,Athletics,No medal,2
COM,2012,Swimming,No medal,1
COM,2016,Swimming,No medal,2
COM,2016,Athletics,No medal,2
COM,2020,Athletics,No medal,2
COM,2020,Judo,No medal,1
COM,2024,Athletics,No medal,1
COM,2024,Swimming,No medal,2
COM,2024,Canoe Slalom,No medal,2
CPV,1996,Athletics,No medal,3
CPV,2000,Athletics,No medal,2
CPV,2004,Boxing,No medal,1
CPV,2004,Rhythmic Gymnastics,No medal,1
CPV,2004,Athletics,No medal,1
CPV,2008,Athletics,No medal,1
CPV,2008,Rhythmic Gymnastics,No medal,1
CPV,2012,Athletics,No medal,2
CPV,2012,Judo,No medal,1
CPV,2016,Athletics,No medal,2
CPV,2016,Taekwondo,No medal,1
CPV,2016,Rhythmic Gymnastics,No medal,1
CPV,2016,Boxing,No medal,1
CPV,2020,Rhythmic Gymnastics,No medal,1
CPV,2020,Athletics,No medal,1
CPV,2020,Judo,No medal,1
CPV,2020,Swimming,No medal,2
CPV,2020,Boxing,No medal,1
CPV,2024,Judo,No medal,1
CPV,2024,Fencing,No medal,1
CPV,2024,Swimming,No medal,2
CPV,2024,Boxing,Bronze,2
CPV,2024,Athletics,No medal,1
CRC,1936,Fencing,No medal,1
CRC,1964,Judo,No medal,2
CRC,1968,Swimming,No medal,1
CRC,1968,Shooting,No medal,7
CRC,1968,Boxing,No medal,2
CRC,1968,Weightlifting,No medal,3
CRC,1968,Athletics,No medal,6
CRC,1968,Cycling,No medal,8
CRC,1972,Shooting,No medal,2
CRC,1972,Athletics,No medal,1
CRC,1972,Judo,No medal,1
CRC,1976,Cycling,No medal,1
CRC,1976,Shooting,No medal,2
CRC,1976,Archery,No medal,2
CRC,1976,Swimming,No medal,5
CRC,1980,Swimming,No medal,8
CRC,1980,Football,No medal,16
CRC,1980,Shooting,No medal,8
CRC,1980,Judo,No medal,3
CRC,1980,Archery,No medal,2
CRC,1984,Athletics,No medal,5
CRC,1984,Swimming,No medal,3
CRC,1984,Football,No medal,17
CRC,1984,Shooting,No medal,3
CRC,1984,Judo,No medal,4
CRC,1988,Swimming,Silver,25
CRC,1988,Athletics,No medal,4
CRC,1988,Boxing,No medal,1
CRC,1988,Weightlifting,No medal,1
CRC,1988,Shooting,No medal,1
CRC,1988,Judo,No medal,1
CRC,1992,Canoeing,No medal,4
CRC,1992,Athletics,No medal,11
CRC,1992,Shooting,No medal,1
CRC,1992,Fencing,No medal,1
CRC,1992,Archery,No medal,1
CRC,1996,Cycling,No medal,1
CRC,1996,Judo,No medal,2
CRC,1996,Diving,No medal,2
CRC,1996,Canoeing,No medal,2
CRC,1996,Athletics,No medal,2
CRC,2000,Cycling,No medal,1
CRC,2000,Triathlon,No medal,1
CRC,2000,Tennis,No medal,1
CRC,2000,Athletics,No medal,1
CRC,2004,Football,No medal,14
CRC,2004,Shooting,No medal,1
CRC,2004,Cycling,No medal,2
CRC,2004,Judo,No medal,1
CRC,2004,Taekwondo,No medal,1
CRC,2008,Athletics,No medal,3
CRC,2008,Taekwondo,No medal,1
CRC,2008,Cycling,No medal,2
CRC,2012,Cycling,No medal,2
CRC,2012,Athletics,No medal,4
CRC,2012,Triathlon,No medal,1
CRC,2012,Judo,No medal,1
CRC,2012,Taekwondo,No medal,1
CRC,2016,Beach Volleyball,No medal,2
CRC,2016,Cycling,No medal,3
CRC,2016,Athletics,No medal,4
CRC,2016,Triathlon,No medal,1
CRC,2016,Judo,No medal,1
CRC,2020,Artistic Gymnastics,No medal,5
CRC,2020,Cycling Road,No medal,2
CRC,2020,Athletics,No medal,3
CRC,2020,Surfing,No medal,3
CRC,2020,Taekwondo,No medal,1
CRC,2020,Judo,No medal,1
CRC,2020,Cycling BMX Freestyle,No medal,1
CRC,2024,Athletics,No medal,1
CRC,2024,Surfing,No medal,1
CRC,2024,Cycling Road,No medal,1
CRC,2024,Judo,No medal,1
CRO,1992,Basketball,Silver,12
CRO,1992,Rowing,No medal,7
CRO,1992,Wrestling,No medal,1
CRO,1992,Shooting,No medal,7
CRO,1992,Sailing,No medal,3
CRO,1992,Canoeing,No medal,5
CRO,1992,Tennis,Bronze,4
CRO,1992,Boxing,No medal,1
CRO,1992,Athletics,No medal,2
CRO,1992,Table Tennis,No medal,3
CRO,1992,Equestrianism,No medal,1
CRO,1996,Table Tennis,No medal,6
CRO,1996,Rowing,No medal,8
CRO,1996,Water Polo,Silver,12
CRO,1996,Swimming,No medal,26
CRO,1996,Handball,Gold,16
CRO,1996,Wrestling,No medal,1
CRO,1996,Gymnastics,No medal,7
CRO,1996,Boxing,No medal,1
CRO,1996,Athletics,No medal,3
CRO,1996,Canoeing,No medal,8
CRO,1996,Sailing,No medal,3
CRO,1996,Shooting,No medal,8
CRO,2000,Table Tennis,No medal,6
CRO,2000,Volleyball,No medal,11
CRO,2000,Sailing,No medal,4
CRO,2000,Athletics,No medal,18
CRO,2000,Swimming,No medal,25
CRO,2000,Rowing,Bronze,13
CRO,2000,Canoeing,No medal,5
CRO,2000,Shooting,No medal,3
CRO,2000,Weightlifting,Gold,1
CRO,2000,Taekwondo,No medal,1
CRO,2004,Sailing,No medal,4
CRO,2004,Swimming,Silver,24
CRO,2004,Athletics,No medal,12
CRO,2004,Table Tennis,No medal,5
CRO,2004,Boxing,No medal,2
CRO,2004,Canoeing,No medal,4
CRO,2004,Equestrianism,No medal,1
CRO,2004,Taekwondo,No medal,2
CRO,2004,Shooting,No medal,2
CRO,2008,Table Tennis,No medal,11
CRO,2008,Athletics,Silver,10
CRO,2008,Shooting,Bronze,8
CRO,2008,Sailing,No medal,10
CRO,2008,Gymnastics,Silver,8
CRO,2008,Canoeing,No medal,3
CRO,2008,Cycling,No medal,4
CRO,2008,Taekwondo,Bronze,2
CRO,2008,Boxing,No medal,2
CRO,2012,Sailing,No medal,12
CRO,2012,Cycling,No medal,2
CRO,2012,Table Tennis,No medal,4
CRO,2012,Fencing,No medal,1
CRO,2012,Judo,No medal,2
CRO,2012,Canoeing,No medal,1
CRO,2012,Wrestling,No medal,2
CRO,2016,Sailing,Gold,8
CRO,2016,Cycling,No medal,2
CRO,2016,Table Tennis,No medal,1
CRO,2016,Boxing,Bronze,2
CRO,2016,Diving,No medal,1
CRO,2016,Judo,No medal,1
CRO,2016,Wrestling,No medal,1
CRO,2020,Artistic Gymnastics,Silver,3
CRO,2020,Table Tennis,No medal,5
CRO,2020,Canoe Sprint,No medal,3
CRO,2020,Wrestling,No medal,2
CRO,2020,Karate,No medal,1
CRO,2020,Judo,No medal,3
CRO,2020,Canoe Slalom,No medal,1
CRO,2020,Cycling Road,No medal,1
CRO,2024,Canoe Slalom,No medal,2
CRO,2024,Table Tennis,No medal,6
CRO,2024,Judo,Gold,3
CRO,2024,Canoe Sprint,No medal,1
CRO,2024,Cycling BMX Freestyle,No medal,1
CRT,1906,Athletics,No medal,10
CRT,1906,Shooting,No medal,1
CUB,1900,Fencing,Gold,2
CUB,1904,Athletics,No medal,1
CUB,1924,Sailing,No medal,3
CUB,1928,Athletics,No medal,1
CUB,1948,Basketball,No medal,13
CUB,1948,Gymnastics,No medal,56
CUB,1948,Shooting,No medal,7
CUB,1948,Diving,No medal,1
CUB,1948,Rowing,No medal,5
CUB,1948,Sailing,Silver,2
CUB,1948,Athletics,No medal,7
CUB,1948,Swimming,No medal,2
CUB,1948,Weightlifting,No medal,3
CUB,1948,Wrestling,No medal,3
CUB,1948,Cycling,No medal,2
CUB,1952,Gymnastics,No medal,21
CUB,1952,Athletics,No medal,13
CUB,1952,Basketball,No medal,12
CUB,1952,Shooting,No medal,3
CUB,1952,Weightlifting,No medal,1
CUB,1952,Swimming,No medal,2
CUB,1956,Rowing,No medal,9
CUB,1956,Athletics,No medal,3
CUB,1956,Gymnastics,No medal,7
CUB,1956,Swimming,No medal,3
CUB,1960,Boxing,No medal,1
CUB,1960,Athletics,No medal,3
CUB,1960,Swimming,No medal,2
CUB,1960,Weightlifting,No medal,1
CUB,1960,Gymnastics,No medal,10
CUB,1960,Wrestling,No medal,1
CUB,1964,Boxing,No medal,6
CUB,1964,Athletics,Silver,4
CUB,1964,Rowing,No medal,14
CUB,1964,Gymnastics,No medal,48
CUB,1964,Weightlifting,No medal,1
CUB,1968,Boxing,Silver,11
CUB,1968,Gymnastics,No medal,84
CUB,1968,Shooting,No medal,8
CUB,1968,Water Polo,No medal,11
CUB,1968,Weightlifting,No medal,5
CUB,1968,Rowing,No medal,11
CUB,1968,Basketball,No medal,12
CUB,1968,Swimming,No medal,9
CUB,1968,Wrestling,No medal,3
CUB,1968,Cycling,No medal,14
CUB,1968,Diving,No medal,4
CUB,1972,Water Polo,No medal,11
CUB,1972,Wrestling,No medal,7
CUB,1972,Basketball,Bronze,12
CUB,1972,Cycling,No medal,13
CUB,1972,Judo,No medal,3
CUB,1972,Gymnastics,No medal,48
CUB,1972,Volleyball,No medal,24
CUB,1972,Weightlifting,No medal,6
CUB,1972,Rowing,No medal,7
CUB,1972,Shooting,No medal,9
CUB,1972,Canoeing,No medal,3
CUB,1976,Wrestling,No medal,9
CUB,1976,Water Polo,No medal,11
CUB,1976,Rowing,No medal,14
CUB,1976,Cycling,No medal,9
CUB,1976,Volleyball,Bronze,24
CUB,1976,Weightlifting,No medal,9
CUB,1976,Football,No medal,13
CUB,1976,Shooting,No medal,5
CUB,1976,Gymnastics,No medal,14
CUB,1976,Judo,Gold,3
CUB,1980,Handball,No medal,13
CUB,1980,Rowing,No medal,26
CUB,1980,Cycling,No medal,3
CUB,1980,Gymnastics,No medal,48
CUB,1980,Wrestling,No medal,11
CUB,1980,Water Polo,No medal,11
CUB,1980,Weightlifting,Bronze,9
CUB,1980,Hockey,No medal,16
CUB,1980,Shooting,Bronze,7
CUB,1980,Canoeing,No medal,6
CUB,1980,Football,No medal,16
CUB,1980,Diving,No medal,2
CUB,1992,Canoeing,No medal,9
CUB,1992,Baseball,Gold,20
CUB,1992,Wrestling,Bronze,15
CUB,1992,Table Tennis,No medal,8
CUB,1992,Water Polo,No medal,13
CUB,1992,Cycling,No medal,5
CUB,1992,Rowing,No medal,3
CUB,1992,Swimming,No medal,4
CUB,1996,Beach Volleyball,No medal,2
CUB,1996,Rowing,No medal,2
CUB,1996,Swimming,Bronze,6
CUB,1996,Cycling,No medal,2
CUB,2000,Diving,No medal,6
CUB,2000,Rowing,No medal,11
CUB,2000,Softball,No medal,15
CUB,2000,Table Tennis,No medal,7
CUB,2000,Archery,No medal,4
CUB,2000,Canoeing,Silver,6
CUB,2000,Handball,No medal,14
CUB,2000,Beach Volleyball,No medal,2
CUB,2000,Cycling,No medal,5
CUB,2000,Gymnastics,No medal,14
CUB,2000,Taekwondo,Gold,4
CUB,2000,Synchronized Swimming,No medal,2
CUB,2004,Beach Volleyball,No medal,4
CUB,2004,Rowing,No medal,7
CUB,2004,Diving,No medal,9
CUB,2004,Cycling,No medal,5
CUB,2004,Gymnastics,No medal,19
CUB,2004,Archery,No medal,1
CUB,2008,Diving,No medal,6
CUB,2008,Rowing,No medal,9
CUB,2008,Beach Volleyball,No medal,4
CUB,2008,Cycling,Silver,3
CUB,2008,Archery,No medal,1
CUB,2008,Modern Pentathlon,No medal,1
CUB,2012,Diving,No medal,5
CUB,2012,Rowing,No medal,6
CUB,2012,Table Tennis,No medal,1
CUB,2012,Archery,No medal,1
CUB,2016,Table Tennis,No medal,2
CUB,2016,Beach Volleyball,No medal,2
CUB,2016,Modern Pentathlon,No medal,2
CUB,2016,Rowing,No medal,7
CUB,2016,Badminton,No medal,1
CUB,2016,Gymnastics,No medal,17
CUB,2016,Archery,No medal,1
CUB,2020,Table Tennis,No medal,3
CUB,2020,Canoe Sprint,Gold,8
CUB,2020,Modern Pentathlon,No medal,2
CUB,2020,Beach Volleyball,No medal,2
CUB,2020,Cycling Road,No medal,1
CUB,2020,Rowing,No medal,1
CUB,2020,Artistic Gymnastics,No medal,1
CUB,2024,Table Tennis,No medal,3
CUB,2024,Cycling Road,No medal,1
CUB,2024,Diving,No medal,3
CUB,2024,Archery,No medal,1
CUB,2024,Rowing,No medal,2
CUB,2024,Beach Volleyball,No medal,2
CUB,2024,Modern Pentathlon,No medal,1
CYP,1980,Judo,No medal,5
CYP,1980,Sailing,No medal,5
CYP,1980,Swimming,No medal,5
CYP,1984,Cycling,No medal,1
CYP,1984,Athletics,No medal,5
CYP,1984,Judo,No medal,2
CYP,1984,Shooting,No medal,4
CYP,1988,Athletics,No medal,6
CYP,1988,Judo,No medal,2
CYP,1988,Sailing,No medal,2
CYP,1988,Shooting,No medal,1
CYP,1992,Athletics,No medal,6
CYP,1992,Sailing,No medal,2
CYP,1992,Wrestling,No medal,1
CYP,1992,Judo,No medal,2
CYP,1992,Rhythmic Gymnastics,No medal,2
CYP,1992,Shooting,No medal,2
CYP,1992,Swimming,No medal,3
CYP,1992,Archery,No medal,1
CYP,1996,Shooting,No medal,3
CYP,1996,Athletics,No medal,13
CYP,1996,Sailing,No medal,3
CYP,1996,Swimming,No medal,4
CYP,1996,Wrestling,No medal,1
CYP,2000,Shooting,No medal,3
CYP,2000,Athletics,No medal,12
CYP,2000,Swimming,No medal,7
CYP,2000,Sailing,No medal,2
CYP,2004,Shooting,No medal,2
CYP,2004,Swimming,No medal,6
CYP,2004,Athletics,No medal,7
CYP,2004,Sailing,No medal,3
CYP,2004,Judo,No medal,1
CYP,2004,Tennis,No medal,1
CYP,2004,Cycling,No medal,1
CYP,2008,Shooting,No medal,3
CYP,2008,Athletics,No medal,6
CYP,2008,Swimming,No medal,3
CYP,2008,Sailing,No medal,4
CYP,2008,Weightlifting,No medal,1
CYP,2008,Archery,No medal,1
CYP,2012,Shooting,No medal,3
CYP,2012,Athletics,No medal,4
CYP,2012,Cycling,No medal,1
CYP,2012,Sailing,Silver,2
CYP,2012,Tennis,No medal,1
CYP,2012,Swimming,No medal,1
CYP,2012,Rhythmic Gymnastics,No medal,1
CYP,2016,Athletics,No medal,8
CYP,2016,Shooting,No medal,2
CYP,2016,Cycling,No medal,1
CYP,2016,Gymnastics,No medal,6
CYP,2016,Swimming,No medal,2
CYP,2020,Shooting,No medal,4
CYP,2020,Swimming,No medal,4
CYP,2020,Athletics,No medal,3
CYP,2020,Cycling Road,No medal,1
CYP,2020,Artistic Gymnastics,No medal,7
CYP,2024,Cycling Road,No medal,1
CYP,2024,Artistic Gymnastics,No medal,8
CYP,2024,Rhythmic Gymnastics,No medal,1
CYP,2024,Judo,No medal,1
CYP,2024,Athletics,No medal,4
CYP,2024,Shooting,No medal,1
CYP,2024,Fencing,No medal,1
CYP,2024,Swimming,No medal,2
CZE,1996,Shooting,Bronze,25
CZE,1996,Athletics,Bronze,29
CZE,1996,Canoeing,Gold,32
CZE,1996,Swimming,No medal,28
CZE,1996,Cycling,No medal,6
CZE,1996,Rowing,No medal,5
CZE,1996,Table Tennis,No medal,4
CZE,1996,Gymnastics,No medal,12
CZE,1996,Wrestling,No medal,3
CZE,1996,Boxing,No medal,4
CZE,1996,Sailing,No medal,2
CZE,1996,Fencing,No medal,1
CZE,1996,Judo,No medal,4
CZE,1996,Tennis,Bronze,8
CZE,1996,Rhythmic Gymnastics,No medal,2
CZE,1996,Beach Volleyball,No medal,2
CZE,1996,Weightlifting,No medal,2
CZE,2000,Football,No medal,16
CZE,2000,Triathlon,Bronze,4
CZE,2000,Synchronized Swimming,No medal,2
CZE,2000,Cycling,No medal,13
CZE,2000,Swimming,No medal,15
CZE,2000,Beach Volleyball,No medal,6
CZE,2000,Rowing,No medal,1
CZE,2000,Judo,No medal,3
CZE,2000,Gymnastics,No medal,10
CZE,2000,Boxing,Silver,2
CZE,2000,Table Tennis,No medal,4
CZE,2000,Sailing,No medal,2
CZE,2000,Diving,No medal,1
CZE,2000,Weightlifting,No medal,1
CZE,2000,Wrestling,No medal,3
CZE,2000,Trampolining,No medal,1
CZE,2004,Cycling,No medal,19
CZE,2004,Synchronized Swimming,No medal,2
CZE,2004,Basketball,No medal,12
CZE,2004,Modern Pentathlon,Bronze,3
CZE,2004,Beach Volleyball,No medal,2
CZE,2004,Rhythmic Gymnastics,No medal,1
CZE,2004,Rowing,Silver,16
